page,pos,token,ctx,fixed_denom,effect_denom,has_interval,candidate
README_zh.md,4488,7.7%,"一个真单因子给 59.6%,所以这条共同线是真的,但很薄。** 而这**一个** PC1 拿走 `c3⁻` 那份羞耻的 **37.1%**,全二十个拿走 40.4% —— **一个维度做掉二十个变量 92% 的活**;对照是随机 5 元组的 **8.3% ± 7.7%**(超过 300 次抽取的全部,+3.8 sd),这是「在同一份数据上挑出来的五个」所必需的零。 ⚠ **要收回的是**:「方向一致」本身几乎不含信息 —— 20 个变量里 16",0,0,1,0
README_zh.md,4602,**28.2%," 5 元组的 **8.3% ± 7.7%**(超过 300 次抽取的全部,+3.8 sd),这是「在同一份数据上挑出来的五个」所必需的零。 ⚠ **要收回的是**:「方向一致」本身几乎不含信息 —— 20 个变量里 16 个同号,随机 5 元组全同号的频率是 **28.2%**。 ⚠ **`#369`:而这份共享沿着那条线是**均匀**的 —— 上面两个数并不矛盾。** 五分位分段没有能力这么说(MDE +0.20 对着有意义的 +0.05,`#36",0,0,1,0
README_zh.md,4768,95%,"匀**的 —— 上面两个数并不矛盾。** 五分位分段没有能力这么说(MDE +0.20 对着有意义的 +0.05,`#368`),所以换成在全部 6,609 人上的**一个交互系数**:`c3⁻ × PC1` = **−0.00042**(se 0.0120,95% CI [−0.024, +0.023]),距 offset 零 **−0.04 sd**;零由**只置换 PC1** 构造 —— **这个零不是零**,因为乘积项与两个主效应共线",0,1,1,0
README_zh.md,5076,54.8%,"跃,两种形状之间没有缝。**弱共变与强共享可以并存:共享只需要方向对,不需要幅度大。** 说成人话 —— **这条线决定的是一个人有多少羞耻,不是他的口味会不会让他羞耻。** ⚠ 作刻度而非检验(k 不同):一个**真是 `c3⁻` 加同幅噪声**的变量保留 54.8%。 ⚠ `c3⁻` 是样本内估的(`#347`),所以绝对 pp 是上界,可迁移的量是**保留比例**。 | | **rho_i** —— 你罕见的兴趣排在前还是后 | **+0.",1,0,0,0
README_zh.md,5270,56%,rho_i** —— 你罕见的兴趣排在前还是后 | **+0.5316** | 起始年龄(31 类别) | 不适用(块仪器没有时间) | `UNCOMPUTED` | 11/31 | 当前年龄已控(+0.0226)· 回忆偏差已控(`#289`)· 跨半保住 56% | | **`form_i` —— 「被画的东西打开」与「被写的东西打开」之间那份共有** | **+0.3382**(两道题) | 块(`animated`/`written`,0,0,0,0
README_zh.md,5933,95%,"rown 的**分子 `2r`**,被当成了 `r` —— SB(0.468) 会是 0.638 而不是 0.380,而 2 × 0.2346 = 0.469。可靠性 0.380 一直是对的,配对相关不是。**),所以去衰减后是 **+0.1293**(自助 95% 区间 **[+0.088, +0.167]**,`#320`) —— 与位置分(+0.1185)和广度型 c3(+0.1286)同量级。它扛住了答题风格的控制(去衰减 **+0.",0,0,1,0
README_zh.md,6036,61%,"**),所以去衰减后是 **+0.1293**(自助 95% 区间 **[+0.088, +0.167]**,`#320`) —— 与位置分(+0.1185)和广度型 c3(+0.1286)同量级。它扛住了答题风格的控制(去衰减 **+0.0791**,保留 61%)。缺席的不是信号,而是它的**独有**部分:六坐标与答题风格都扣掉之后是 **+0.0168**,低于本设计 0.0348 的 MDE。**`form` 不是一个够不到羞耻的维度",0,0,1,0
README_zh.md,8040,13%,"方向一旦标定,这七题就说得出话了:它们问的是**觉得自己的身体**色情,而这样的人认可**更多**性行为、**更多**恋物类别 —— **与自己身体的色情关系,伴随的是更宽的性生活,不是更窄的。** ⚠ 范围:只有 **2,061** 人答了这一块(全样本的 13%,且题面措辞在身体类型上做了筛选),所以这是关于**他们**的陈述,不是关于这里每一个人的。  ⚠ **`#424`:而这份问卷里**没有一种「专精」的口味**。** 名单上最大的",1,0,0,0
README_zh.md,10095,**39.8%," = −0.0049**,越过其置换阈 0.0018,自助 **[−0.0067, −0.0032]** 不含 0)。净值(+0.0122)比直接值小,是因为两条路彼此相反。⚠ **`#435` 撤回我最初写在这里的那个份额。** 我写「间接路抵消掉直接路的 **39.8%**」;对这个比值做自助给出 **[−3.6, +2.2]** —— 因为它的分母(总效应 +0.0122)几乎贴在零上,**而一个分母近零的比值不是一个估计**。**间接效应本身",0,1,1,0
README_zh.md,10338,8.1%,"自身区间不含 0);**站不住的只是那个分数。**  ⚠ **`#435`:而这个刹车不是一刀切的税 —— 它有选择,而且有一个量是被反向刹的。** 把同一套三路径分解一次跑五个量,每一个的代数恒等式都保持到 2e-16:**口味的罕见程度**经羞耻**失去 8.1%** 的通往行为的路(**[−12.4%, −4.8%]**),而**「普通的东西也管用」反而得到 7.2%**(**[+4.2%, +11.9%]**)—— **两个区间不相交*",0,0,1,0
README_zh.md,10356,−12.4%,"那个分数。**  ⚠ **`#435`:而这个刹车不是一刀切的税 —— 它有选择,而且有一个量是被反向刹的。** 把同一套三路径分解一次跑五个量,每一个的代数恒等式都保持到 2e-16:**口味的罕见程度**经羞耻**失去 8.1%** 的通往行为的路(**[−12.4%, −4.8%]**),而**「普通的东西也管用」反而得到 7.2%**(**[+4.2%, +11.9%]**)—— **两个区间不相交**。⚠ 这里的**符号**是代数不是证据",0,0,1,0
README_zh.md,10364,−4.8%," ⚠ **`#435`:而这个刹车不是一刀切的税 —— 它有选择,而且有一个量是被反向刹的。** 把同一套三路径分解一次跑五个量,每一个的代数恒等式都保持到 2e-16:**口味的罕见程度**经羞耻**失去 8.1%** 的通往行为的路(**[−12.4%, −4.8%]**),而**「普通的东西也管用」反而得到 7.2%**(**[+4.2%, +11.9%]**)—— **两个区间不相交**。⚠ 这里的**符号**是代数不是证据:羞耻→行为那",0,0,1,0
README_zh.md,10392,7.2%,"它有选择,而且有一个量是被反向刹的。** 把同一套三路径分解一次跑五个量,每一个的代数恒等式都保持到 2e-16:**口味的罕见程度**经羞耻**失去 8.1%** 的通往行为的路(**[−12.4%, −4.8%]**),而**「普通的东西也管用」反而得到 7.2%**(**[+4.2%, +11.9%]**)—— **两个区间不相交**。⚠ 这里的**符号**是代数不是证据:羞耻→行为那一段是**共用**的,所以任何抬高羞耻的量必然失去、任",0,0,1,0
README_zh.md,10402,+4.2%,"量是被反向刹的。** 把同一套三路径分解一次跑五个量,每一个的代数恒等式都保持到 2e-16:**口味的罕见程度**经羞耻**失去 8.1%** 的通往行为的路(**[−12.4%, −4.8%]**),而**「普通的东西也管用」反而得到 7.2%**(**[+4.2%, +11.9%]**)—— **两个区间不相交**。⚠ 这里的**符号**是代数不是证据:羞耻→行为那一段是**共用**的,所以任何抬高羞耻的量必然失去、任何压低羞耻的量必然得到",0,0,1,0
README_zh.md,10409,+11.9%,"。** 把同一套三路径分解一次跑五个量,每一个的代数恒等式都保持到 2e-16:**口味的罕见程度**经羞耻**失去 8.1%** 的通往行为的路(**[−12.4%, −4.8%]**),而**「普通的东西也管用」反而得到 7.2%**(**[+4.2%, +11.9%]**)—— **两个区间不相交**。⚠ 这里的**符号**是代数不是证据:羞耻→行为那一段是**共用**的,所以任何抬高羞耻的量必然失去、任何压低羞耻的量必然得到;本轮**故意*",0,0,1,0
README_zh.md,11375,2×,"而这个残差有很大一块是性别的,与紧接着那处分歧一致。⚠ **`#325`:而两个指标带得并不一样多** —— `animated` ↔ 羞耻 **+0.0985**,`written` ↔ 羞耻 **+0.0515**,这个差**正好压在本设计的分辨率上**(2×MDE = 0.047)。方向是共享的,份额不是。在性别上两者相差远更大(**−0.061** vs **−0.267**),所以一个合成分的相关可以几乎全部来自其中一个指标。 |",0,1,0,1
README_zh.md,12062,**1.9%,.0161**(**12.8×**)。正对照**两端**都正常(按性别驱动的合成量给 −0.2553;与性别只相关 −0.0749 的 `agreeableness` 给 −0.0016)。差别最大的三个结局:`I sometimes find peop…` **1.9% vs 5.0%**、`I find the thought of…` **3.2% vs 0.6%**、`animated` **6.4% vs 8.9%**。⚠ 这**不**是,0,0,0,0
README_zh.md,12072,5.0%,12.8×**)。正对照**两端**都正常(按性别驱动的合成量给 −0.2553;与性别只相关 −0.0749 的 `agreeableness` 给 −0.0016)。差别最大的三个结局:`I sometimes find peop…` **1.9% vs 5.0%**、`I find the thought of…` **3.2% vs 0.6%**、`animated` **6.4% vs 8.9%**。⚠ 这**不**是说哪一列错了 —,1,0,0,0
README_zh.md,12104,**3.2%," −0.2553;与性别只相关 −0.0749 的 `agreeableness` 给 −0.0016)。差别最大的三个结局:`I sometimes find peop…` **1.9% vs 5.0%**、`I find the thought of…` **3.2% vs 0.6%**、`animated` **6.4% vs 8.9%**。⚠ 这**不**是说哪一列错了 —— 每一列都控制过性别;它说的是**这张表是一个平均,而那个平均掩盖",1,0,0,0
README_zh.md,12114,0.6%,"性别只相关 −0.0749 的 `agreeableness` 给 −0.0016)。差别最大的三个结局:`I sometimes find peop…` **1.9% vs 5.0%**、`I find the thought of…` **3.2% vs 0.6%**、`animated` **6.4% vs 8.9%**。⚠ 这**不**是说哪一列错了 —— 每一列都控制过性别;它说的是**这张表是一个平均,而那个平均掩盖了一个可分辨的分",1,0,0,0
README_zh.md,12132,**6.4%,"greeableness` 给 −0.0016)。差别最大的三个结局:`I sometimes find peop…` **1.9% vs 5.0%**、`I find the thought of…` **3.2% vs 0.6%**、`animated` **6.4% vs 8.9%**。⚠ 这**不**是说哪一列错了 —— 每一列都控制过性别;它说的是**这张表是一个平均,而那个平均掩盖了一个可分辨的分歧。** ⚠ **`#288`:剔掉每一",1,0,0,0
README_zh.md,12142,8.9%,"ss` 给 −0.0016)。差别最大的三个结局:`I sometimes find peop…` **1.9% vs 5.0%**、`I find the thought of…` **3.2% vs 0.6%**、`animated` **6.4% vs 8.9%**。⚠ 这**不**是说哪一列错了 —— 每一列都控制过性别;它说的是**这张表是一个平均,而那个平均掩盖了一个可分辨的分歧。** ⚠ **`#288`:剔掉每一道提到 male",1,0,0,0
README_zh.md,12688,110.2%,"性别劈 **+0.9039**,而随机劈同样大小是 **+0.9973 ± 0.0003**(**148.6 个展布**)。⚠ **但让每一组用自己的尺子并不能消掉非不变性**:用组内稀有度重建后,差从 −0.2061 变成 **−0.2270**(**保留 110.2%**),`SEX × S` 交互扫描在 g=0 处平坦。**两件事都为真,而其中一件不是另一件的原因** —— 差别不在尺子上,在被量的那个东西上。 ⚠ **`#296`:结局侧还",0,0,1,0
README_zh.md,12845,**84.3%,"=0 处平坦。**两件事都为真,而其中一件不是另一件的原因** —— 差别不在尺子上,在被量的那个东西上。 ⚠ **`#296`:结局侧还没被控制住。**联合 R² 曲线的组间差也可以来自**结局自己**(全距受限、答题风格);把答题风格参考曲线偏出后差保留 **84.3%**,**但那一臂的正对照 FAIL** —— 给一组的 6 个结局加噪,偏出反而让人为差**更大**(收回 **−18.5%**),所以按 UNVERIFIED 记,不是确认。*",0,0,0,0
README_zh.md,12907,**−18.5%,"6`:结局侧还没被控制住。**联合 R² 曲线的组间差也可以来自**结局自己**(全距受限、答题风格);把答题风格参考曲线偏出后差保留 **84.3%**,**但那一臂的正对照 FAIL** —— 给一组的 6 个结局加噪,偏出反而让人为差**更大**(收回 **−18.5%**),所以按 UNVERIFIED 记,不是确认。**这里的性别非不变性按 D5 报,不是 D6。 ⚠ **`#381`:而它**定位不到**位置分 `S` 上 —— 不是因为它",0,0,0,0
README_zh.md,13922,100%,"在这份数据上分不开。**把稀有度改在此人自己的参照群体内(性别×年龄)重算,可以分开「内容污名」与「跟像我这样的人不一样」——但只在两种稀有度定义**不一致**的地方分得开,而那里两条路的表现是一样的。在选项子集网格上(每块保留最不一致的前 10/25/50/100%),两种定义从 **+0.8865 拉到 +0.6722**,而两条路**一起变强**(在都可读的人身上 +41.6% 与 +62%),它们的**差却停在 +0.0113,而这个设",0,0,0,0
README_zh.md,13979,+41.6%,"不一样」——但只在两种稀有度定义**不一致**的地方分得开,而那里两条路的表现是一样的。在选项子集网格上(每块保留最不一致的前 10/25/50/100%),两种定义从 **+0.8865 拉到 +0.6722**,而两条路**一起变强**(在都可读的人身上 +41.6% 与 +62%),它们的**差却停在 +0.0113,而这个设计能测到 +0.0918**,并且符号在四格中的一格翻转。**先前「只有内容带羞耻」的读法成立于全部选项的口径 —— ",0,0,0,0
README_zh.md,13988,+62%,"两种稀有度定义**不一致**的地方分得开,而那里两条路的表现是一样的。在选项子集网格上(每块保留最不一致的前 10/25/50/100%),两种定义从 **+0.8865 拉到 +0.6722**,而两条路**一起变强**(在都可读的人身上 +41.6% 与 +62%),它们的**差却停在 +0.0113,而这个设计能测到 +0.0918**,并且符号在四格中的一格翻转。**先前「只有内容带羞耻」的读法成立于全部选项的口径 —— 那正是两种定义",0,0,0,0
README_zh.md,14848,**58%,"5(主效应的一半)。 `#311`:而且什么也挡不住它。**年龄、开放性、非一夫一妻的关系风格、性开放的成长环境 ——对全部八个(路径 × 调节变量)交互项的联合检验给出 R² 下降 **0.094pp**,而置换零是 **0.121 ± 0.061pp**,**58% 的置换值超过观测值**。同一个检验能在四个变量中的三个上抓到 **10%** 的植入缓冲(开放性是 30%),而它取代的单系数检验的 MDE 是 **54.8%**。**这是一个",0,1,1,0
README_zh.md,14885,**10%,"非一夫一妻的关系风格、性开放的成长环境 ——对全部八个(路径 × 调节变量)交互项的联合检验给出 R² 下降 **0.094pp**,而置换零是 **0.121 ± 0.061pp**,**58% 的置换值超过观测值**。同一个检验能在四个变量中的三个上抓到 **10%** 的植入缓冲(开放性是 30%),而它取代的单系数检验的 MDE 是 **54.8%**。**这是一个有功效的零**:如果这四样里有任何一样能把羞耻系数削掉哪怕一成,这个设计会",0,1,1,0
README_zh.md,14904,30%," ——对全部八个(路径 × 调节变量)交互项的联合检验给出 R² 下降 **0.094pp**,而置换零是 **0.121 ± 0.061pp**,**58% 的置换值超过观测值**。同一个检验能在四个变量中的三个上抓到 **10%** 的植入缓冲(开放性是 30%),而它取代的单系数检验的 MDE 是 **54.8%**。**这是一个有功效的零**:如果这四样里有任何一样能把羞耻系数削掉哪怕一成,这个设计会看见。 ⚠ **`#384`:而羞",0,1,1,0
README_zh.md,14927,**54.8%,"联合检验给出 R² 下降 **0.094pp**,而置换零是 **0.121 ± 0.061pp**,**58% 的置换值超过观测值**。同一个检验能在四个变量中的三个上抓到 **10%** 的植入缓冲(开放性是 30%),而它取代的单系数检验的 MDE 是 **54.8%**。**这是一个有功效的零**:如果这四样里有任何一样能把羞耻系数削掉哪怕一成,这个设计会看见。 ⚠ **`#384`:而羞耻改变的是一个人**做了什么**,不是他**相信什么*",0,1,1,0
README_zh.md,18225,25%,"与 `c3⁻` 各自独立。** 两者只相关 **+0.2395**,同时进模型时**都活下来**:五题从 +0.0881 到 **+0.0657**(阈 0.0235),`c3⁻` 从 +0.1093 到 **+0.0932**(阈 0.0264),各自只掉 25% 与 15%。**「口味偏」与「普通的东西对我没什么用」是两件不同的事,而两件事各自都带来羞耻** —— 一个人可以口味完全普通,却仍然因为**连普通的也打动不了他**而羞耻。 ⚠",0,0,0,0
README_zh.md,18231,15%,"` 各自独立。** 两者只相关 **+0.2395**,同时进模型时**都活下来**:五题从 +0.0881 到 **+0.0657**(阈 0.0235),`c3⁻` 从 +0.1093 到 **+0.0932**(阈 0.0264),各自只掉 25% 与 15%。**「口味偏」与「普通的东西对我没什么用」是两件不同的事,而两件事各自都带来羞耻** —— 一个人可以口味完全普通,却仍然因为**连普通的也打动不了他**而羞耻。 ⚠ `c3⁻`",0,0,0,0
README_zh.md,18974,**11.55%,"这份数据内部复制过。 ⚠ **`#401`:而羞耻与疗愈**不是同一条轴的两端** —— 有 1,790 个人两样都报。** 在全部 15,501 名作答者上,两者的线性相关是 **+0.0005**:不是负的,是零。按两者的中位数分割,「两者都高」那一格占 **11.55%**(**1,790 人**),对着 **10.43% ± 0.18%** 的 offset 零 —— 该零由「**保住两者的边际分布、只打断配对**」构造 —— **高出 +6.",1,0,1,0
README_zh.md,19001,**10.43%,"愈**不是同一条轴的两端** —— 有 1,790 个人两样都报。** 在全部 15,501 名作答者上,两者的线性相关是 **+0.0005**:不是负的,是零。按两者的中位数分割,「两者都高」那一格占 **11.55%**(**1,790 人**),对着 **10.43% ± 0.18%** 的 offset 零 —— 该零由「**保住两者的边际分布、只打断配对**」构造 —— **高出 +6.13 sd**,所以这些人不只是可能存在,而且比偶然预",1,0,1,0
README_zh.md,19012,0.18%,"端** —— 有 1,790 个人两样都报。** 在全部 15,501 名作答者上,两者的线性相关是 **+0.0005**:不是负的,是零。按两者的中位数分割,「两者都高」那一格占 **11.55%**(**1,790 人**),对着 **10.43% ± 0.18%** 的 offset 零 —— 该零由「**保住两者的边际分布、只打断配对**」构造 —— **高出 +6.13 sd**,所以这些人不只是可能存在,而且比偶然预期**还要多一点",1,0,1,0
README_zh.md,22728,40%,"「把块随机分成同样大小两组」给出的 offset 零 **0.651 ± 0.035**。**所以 `S` 不是两个方向的混合** —— 越轨那一半反而是更散的 —— 而上面那条「结局特定」的限定,现在有了一个**被检验过**而不是被假定的理由。 ⚠ MDE 40% 对着有意义的 50%,扫描未饱和。 ⚠ **`#411`:而在**从没有过性伴**的人身上,羞耻几乎完全不压制行动。** 把「羞耻 → 实践」按性伴数(0 vs ≥1)分层,控制",0,0,1,0
README_zh.md,22739,50%,"两组」给出的 offset 零 **0.651 ± 0.035**。**所以 `S` 不是两个方向的混合** —— 越轨那一半反而是更散的 —— 而上面那条「结局特定」的限定,现在有了一个**被检验过**而不是被假定的理由。 ⚠ MDE 40% 对着有意义的 50%,扫描未饱和。 ⚠ **`#411`:而在**从没有过性伴**的人身上,羞耻几乎完全不压制行动。** 把「羞耻 → 实践」按性伴数(0 vs ≥1)分层,控制年龄、类别数,窄臂另控",0,0,1,0
README_zh.md,22948,+89.4%,",控制年龄、类别数,窄臂另控 `S` 与 `c3⁻`:系数在从没有过性伴的人身上是 **−0.015**,在其余人身上是 **−0.077**,差 **−0.062**,越过随机重分层给出的阈 0.042(宽口径 n = 12,516,guard 25 增幅 +89.4%)。三个可算的格全部带着预注册的负号,只有最宽的那格越阈。 ⚠ **这确立的是「这个差不是噪声」,不是「羞耻需要观众」**:从没有过性伴的人**既没有观众,也没有机会**,而「实践",0,1,0,1
README_zh.md,23677,104%,"而不是一两题顶着一个名字。** 各自单独放进模型,五题同号且各自越过**它自己的**单变量阈(+0.090 · +0.085 · +0.069 · +0.064 · +0.063,阈 0.024–0.026);而**去掉任何一题**,五题分数仍保留 **86–104%** —— 最大的单题贡献只有 14%,其中两题反而略微**稀释**而非承载它。这排除了 `#325` 那种「一个构念的两个指标极不等量地带着它」的情形。 ⚠ 它**不触及**选择",0,0,0,0
README_zh.md,23697,14%,"放进模型,五题同号且各自越过**它自己的**单变量阈(+0.090 · +0.085 · +0.069 · +0.064 · +0.063,阈 0.024–0.026);而**去掉任何一题**,五题分数仍保留 **86–104%** —— 最大的单题贡献只有 14%,其中两题反而略微**稀释**而非承载它。这排除了 `#325` 那种「一个构念的两个指标极不等量地带着它」的情形。 ⚠ 它**不触及**选择问题:证明这五题内部一致,不等于证明这",0,0,0,0
README_zh.md,25229,79%,"片读成:关于删了什么是准的,关于压了多少是过时的。** ⚠ **`#332`:而还有第三个相关物 —— 它来得多早。**起始年龄均值与羞耻的相关是原样 **−0.1024**,在同时控制此人报了多少类别与其位置分 `S` 之后是 **−0.0810**(保留 79%,2×MDE = 0.068);**31 个类别里有 28 个单独为负**。类别分半信度 **0.924**,去衰减后 **−0.1065**,自助 95% 区间 **[−0.13",0,0,1,0
README_zh.md,25233,2×,"关于删了什么是准的,关于压了多少是过时的。** ⚠ **`#332`:而还有第三个相关物 —— 它来得多早。**起始年龄均值与羞耻的相关是原样 **−0.1024**,在同时控制此人报了多少类别与其位置分 `S` 之后是 **−0.0810**(保留 79%,2×MDE = 0.068);**31 个类别里有 28 个单独为负**。类别分半信度 **0.924**,去衰减后 **−0.1065**,自助 95% 区间 **[−0.134, ",0,0,1,0
README_zh.md,25307,95%,"−0.1024**,在同时控制此人报了多少类别与其位置分 `S` 之后是 **−0.0810**(保留 79%,2×MDE = 0.068);**31 个类别里有 28 个单独为负**。类别分半信度 **0.924**,去衰减后 **−0.1065**,自助 95% 区间 **[−0.134, −0.082]**。去掉所有报过删失档(「26yo+」)的人后仍是 **−0.0684**(占样本 83%),换三套不同的年龄数值编码极差只有 0.0",1,0,1,0
README_zh.md,25375,83%,"8);**31 个类别里有 28 个单独为负**。类别分半信度 **0.924**,去衰减后 **−0.1065**,自助 95% 区间 **[−0.134, −0.082]**。去掉所有报过删失档(「26yo+」)的人后仍是 **−0.0684**(占样本 83%),换三套不同的年龄数值编码极差只有 0.004。⚠ 起始年龄是回溯自报 —— 关联,不是因果。 ⚠ **`#380`:而这条路,在非生理男的作答者身上大约强一倍。** 在宽口径上",1,0,1,0
README_zh.md,26048,**77.1%,"⚠ **`#370`:而在一个人**自己**身上,冷门的东西是**后**到的 —— 远比共同时间表能解释的多。** 对每个报了 ≥8 个起始类别的人(n = 6,473),他自己的起始年龄与类别稀有度的秩相关平均 **+0.2219**(中位 +0.2532;**77.1%** 的人为正),对着 offset 零 **+0.0884 ± 0.0034** —— **+38.9 sd**。**这个零不是零,也不可能是**:在人口层,越冷门的类别确实开始",0,0,1,0
README_zh.md,26357,95%,"实测是零的 2.5 倍:几乎每个人都是从普通的地方开始的,而这个次序是个人的,不只是人口学的。** ⚠ **`#371`:而反过来的那少数人,更羞耻。** 把羞耻回归到这个人内次序上,控制类别数与 `S`:宽口径(n = 11,535)**−0.0287**(95% CI [−0.047, −0.011],距打乱人的零 −3.00 sd),窄口径(n = 6,473)**−0.0327**([−0.057, −0.009])—— 同号,两臂都",0,0,1,0
README_zh.md,26623,48.4%,"。**宽臂的 MDE 是 0.025 对着 0.029 的效应:够,不宽裕。 ⚠ **`#372`:而这里面大约一半,只是「这些人什么都来得早」。** 把平均起始年龄加进同一个模型,次序的系数从 **−0.0287** 掉到 **−0.0148**,**掉幅 48.4%**(bootstrap 95% CI [+31.4%, +83.8%]),对着 −0.11% ± 5.01% 的 offset 地板 —— **+9.69 sd**;地板由「与次",0,1,1,0
README_zh.md,26641,95%," 对着 0.029 的效应:够,不宽裕。 ⚠ **`#372`:而这里面大约一半,只是「这些人什么都来得早」。** 把平均起始年龄加进同一个模型,次序的系数从 **−0.0287** 掉到 **−0.0148**,**掉幅 48.4%**(bootstrap 95% CI [+31.4%, +83.8%]),对着 −0.11% ± 5.01% 的 offset 地板 —— **+9.69 sd**;地板由「与次序相关度相同、但与羞耻无关」的合",0,1,1,0
README_zh.md,26649,+31.4%,"9 的效应:够,不宽裕。 ⚠ **`#372`:而这里面大约一半,只是「这些人什么都来得早」。** 把平均起始年龄加进同一个模型,次序的系数从 **−0.0287** 掉到 **−0.0148**,**掉幅 48.4%**(bootstrap 95% CI [+31.4%, +83.8%]),对着 −0.11% ± 5.01% 的 offset 地板 —— **+9.69 sd**;地板由「与次序相关度相同、但与羞耻无关」的合成控制构造。**而剩下",0,1,1,0
README_zh.md,26657,+83.8%,"不宽裕。 ⚠ **`#372`:而这里面大约一半,只是「这些人什么都来得早」。** 把平均起始年龄加进同一个模型,次序的系数从 **−0.0287** 掉到 **−0.0148**,**掉幅 48.4%**(bootstrap 95% CI [+31.4%, +83.8%]),对着 −0.11% ± 5.01% 的 offset 地板 —— **+9.69 sd**;地板由「与次序相关度相同、但与羞耻无关」的合成控制构造。**而剩下的那一半自己站不",0,1,1,0
README_zh.md,26669,−0.11%,"72`:而这里面大约一半,只是「这些人什么都来得早」。** 把平均起始年龄加进同一个模型,次序的系数从 **−0.0287** 掉到 **−0.0148**,**掉幅 48.4%**(bootstrap 95% CI [+31.4%, +83.8%]),对着 −0.11% ± 5.01% 的 offset 地板 —— **+9.69 sd**;地板由「与次序相关度相同、但与羞耻无关」的合成控制构造。**而剩下的那一半自己站不住**:−0.0148 ",0,1,1,0
README_zh.md,26678,5.01%,"约一半,只是「这些人什么都来得早」。** 把平均起始年龄加进同一个模型,次序的系数从 **−0.0287** 掉到 **−0.0148**,**掉幅 48.4%**(bootstrap 95% CI [+31.4%, +83.8%]),对着 −0.11% ± 5.01% 的 offset 地板 —— **+9.69 sd**;地板由「与次序相关度相同、但与羞耻无关」的合成控制构造。**而剩下的那一半自己站不住**:−0.0148 对着**同模型*",0,1,1,0
README_zh.md,27890,30%,"量里有两个在发布前就被人为粗化了。**这份数据自己的列说明 ——一个本项目直到现在才读到的文件 —— 记录着「你的成长环境有多性开放」从 **7 档压成 3 档**,关系风格从 **3 档压成 2 档**。粗化一个调节变量会削弱交互的可探测性,所以那个 10–30% 的逐变量 MDE **有一部分是发布口径造成的,不是人群造成的**。发布方另外声明匿名化让相关**比原始弱约 25%** —— 所以这一页上每一个相关都是**下界**。  > ⚠",1,0,0,0
README_zh.md,27949,25%,"环境有多性开放」从 **7 档压成 3 档**,关系风格从 **3 档压成 2 档**。粗化一个调节变量会削弱交互的可探测性,所以那个 10–30% 的逐变量 MDE **有一部分是发布口径造成的,不是人群造成的**。发布方另外声明匿名化让相关**比原始弱约 25%** —— 所以这一页上每一个相关都是**下界**。  > ⚠ **`form_i` 是唯一一个**不**通向羞耻的仍站着的维度**(`#278`)。这个项目里其它每一样东西最后都",0,0,0,0
README_zh.md,28327,45%,"* ⚠ **`#346`:那个 +0.1185 对口径敏感。**它是在覆盖 32 个块中 ≥8 块的受访者上算的(n = 6,717)。放宽到 ≥6 与 ≥4(n = 12,720)分别给出 **+0.1477** 与 **+0.1715** —— **摆动 45%**,比 [`CALIBER.md`](CALIBER.md) 里任何一个分析旋钮都大。⚠ 方向与测量误差相反(块更少意味着 `S` 更吵,本该把相关**压低**),所以低覆盖的受",0,0,0,0
README_zh.md,28896,1.4%,"**, > 而相邻特征向量的估计误差会互相旋转。**相邻两列的一致,可能只是它们一起抖了一下。** > ⚠ 这**不**推翻任何一列自己的结论(每一列都各自控制、各自划过作用域); > 它推翻的是**把这六列当成六个独立坐标去联合解读**。 > ⚠ **那个 1.4% 的口径**(`#264` `#271`):旧 S + 最小二乘; > 替代口径(S 随块子集变化)给 **1.21%**,两者都在 1.2–1.4%。 > 会改变这个数的旋钮已在",1,0,0,0
README_zh.md,28952,**1.21%,"*不**推翻任何一列自己的结论(每一列都各自控制、各自划过作用域); > 它推翻的是**把这六列当成六个独立坐标去联合解读**。 > ⚠ **那个 1.4% 的口径**(`#264` `#271`):旧 S + 最小二乘; > 替代口径(S 随块子集变化)给 **1.21%**,两者都在 1.2–1.4%。 > 会改变这个数的旋钮已在 [`CALIBER.md`](CALIBER.md) 中逐一实测 —— **而那张表声明了自己不完整。**  # 这",1,0,0,0
README_zh.md,28971,1.4%,"都各自控制、各自划过作用域); > 它推翻的是**把这六列当成六个独立坐标去联合解读**。 > ⚠ **那个 1.4% 的口径**(`#264` `#271`):旧 S + 最小二乘; > 替代口径(S 随块子集变化)给 **1.21%**,两者都在 1.2–1.4%。 > 会改变这个数的旋钮已在 [`CALIBER.md`](CALIBER.md) 中逐一实测 —— **而那张表声明了自己不完整。**  # 这说明了关于人的什么  Each ",1,0,0,0
README_zh.md,29923,66.5%,",差 2–3 年** | 外观 14.0 · 身体部位 14.4 · 衣物 14.7 → 权力动态 16.8 · 束缚 16.9 · 精神改变 17.0。用它猜任意两个兴趣谁先谁后达 **66.852 ± 0.191**,而""全人群共享一个顺序""的理论上限是 66.5% —— 这个时间表几乎榨干了共享顺序能提供的全部信息 | `#75` 8 seeds · 35,438 对 · 6,230 人;全体对上界定 **[60.5%, 66.5%]** ",0,0,1,0
