round,artifact,rows,arm_col,seed_col,spread_cols,verdict,why
R012_相邻两列的一致_可能只是它们一起抖了一下,atypicality_versus_six_coordinates__naive_rival.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R012_相邻两列的一致_可能只是它们一起抖了一下,caliber_list_and_table_note__caliber_knobs.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R012_相邻两列的一致_可能只是它们一起抖了一下,decide_the_caliber__caliber_2x2.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R012_相邻两列的一致_可能只是它们一起抖了一下,naive_rival_across_all_outcomes__all_outcomes.csv,29,-,sd_atyp,"sd_atyp,sd_six",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R012_相邻两列的一致_可能只是它们一起抖了一下,shared_measurement_error__shared_error.csv,6,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R012_相邻两列的一致_可能只是它们一起抖了一下,three_form_outcomes_residual_correlation__form_residuals.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R013_那个东西现在可以拿在手里了_即使仍然叫不出名字,add_form_and_refresh__form_row.csv,1,-,-,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R013_那个东西现在可以拿在手里了_即使仍然叫不出名字,bootstrap_intervals__intervals.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R013_那个东西现在可以拿在手里了_即使仍然叫不出名字,can_the_nameless_thing_be_held__form_score.csv,1,-,-,n_hit_sd,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R013_那个东西现在可以拿在手里了_即使仍然叫不出名字,form_and_shame__form_shame.csv,1,-,sd_r,"sd_r,sd_inc",NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R013_那个东西现在可以拿在手里了_即使仍然叫不出名字,guard_15_and_the_scan__profile_conclusions.csv,9,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R013_那个东西现在可以拿在手里了_即使仍然叫不出名字,is_rate_really_not_a_dimension__reopen_250.csv,3,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R013_那个东西现在可以拿在手里了_即使仍然叫不出名字,leave_one_out_which_coordinate__joint_curves.csv,7,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R013_那个东西现在可以拿在手里了_即使仍然叫不出名字,rate_residual_and_form__two_instruments.csv,1,-,sd,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R013_那个东西现在可以拿在手里了_即使仍然叫不出名字,the_remaining_tenth_and_age__age_table.csv,3,-,sd_full,"sd_full,sd_cap",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R013_那个东西现在可以拿在手里了_即使仍然叫不出名字,three_worlds__three_worlds.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R013_那个东西现在可以拿在手里了_即使仍然叫不出名字,what_does_form_point_at__form_profile.csv,27,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,all_three_stripped__all3.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,block_loadings__loadings.csv,32,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,counterfactual_embodiment__counterfactual.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,eigenvector_reproducibility__eig_repro.csv,4,-,-,v_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,gender_referential_split__joint_curves.csv,4,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,global_vs_local_rarity__global_vs_local.csv,3,-,-,null_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,invariance_at_the_joint_level__joint_curves.csv,29,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,joint_buffer_test__joint.csv,8,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,loadings_or_rarity_itself__decompose_S.csv,2,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,measurement_invariance_by_sex__invariance.csv,2,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,most_divergent_options__divergent_options.csv,4,-,-,"a_spread,b_spread",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,nested_correlations__nested_corr.csv,6,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,put_non_invariance_on_the_page__caliber5.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,quadrants__quadrants.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,response_style_partial__outcome_side.csv,2,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,solidify_onset__onset.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R014_这六个坐标在男性和女性身上_不是完全同一套,within_group_ruler__within_group_ruler.csv,2,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R015_S_在两组间意味着不同的东西_但不同的地方不在羞耻上,bootstrap_noise_floor__noise_floor.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R015_S_在两组间意味着不同的东西_但不同的地方不在羞耻上,grid_width_audit__grid_width.csv,100,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R015_S_在两组间意味着不同的东西_但不同的地方不在羞耻上,rarity_or_count__rarity_or_count.csv,4,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R015_S_在两组间意味着不同的东西_但不同的地方不在羞耻上,removal_curve__removal_curve.csv,7,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R015_S_在两组间意味着不同的东西_但不同的地方不在羞耻上,shame_by_group__shame_by_group.csv,3,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R015_S_在两组间意味着不同的东西_但不同的地方不在羞耻上,where_does_S_drift__per_cell_gaps.csv,22,-,-,cell_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,admission_threshold__threshold.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,bias_grid__bias_grid.csv,25,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,dose_response_and_mde__dose_mde.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,estimator_knob__estimator_knob.csv,29,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,guard21__guard21.csv,7,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,joint_amplify_test__amplify.csv,2,-,-,v_set,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,nested_cv__nested_cv.csv,29,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,reliability_sweep__reliability_sweep.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,repro_vs_n__repro_vs_n.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,retraction_risk__risk.csv,302,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,retro_apply__null_claims.csv,82,-,-,v_sent,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,retro_scan__sign_audit.csv,73,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,split_half_replication__split_half.csv,8,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R016_1_4_是样本内的_换到没见过的人身上是_1_09,two_profiles__two_profiles.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R017_UNVERIFIED_从_测不出_升级成_测出来了_答案就在中间,classify__unverified.csv,88,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R017_UNVERIFIED_从_测不出_升级成_测出来了_答案就在中间,r_true_interval__r_true_ci.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R017_UNVERIFIED_从_测不出_升级成_测出来了_答案就在中间,resolve_forward__forward.csv,29,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R018_那个_0_2075_是_written_的_不是_form_的,c3_without_prevalence__c3_np.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R018_那个_0_2075_是_written_的_不是_form_的,leave_one_block__loo.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R018_那个_0_2075_是_written_的_不是_form_的,solidify__form_sex.csv,6,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R018_那个_0_2075_是_written_的_不是_form_的,structural_regression__structural.csv,6,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R018_那个_0_2075_是_written_的_不是_form_的,years_carried__years.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,S_by_sex__S_by_sex.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,acted_then_belief__acted_belief.csv,2,-,-,v_se,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,are_they_a_type__type_or_mix.csv,11,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,arriving_off_schedule__off_schedule.csv,31,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,belief_residual_scan__belief_corr.csv,20,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,believe_or_resign__belief.csv,3,-,-,v_se,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,beyond_its_parts__latent.csv,1,-,-,v_se,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,both_halves__both_halves.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,card_vs_object__card_vs_file.csv,8,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,cell_level__cell.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,chain_is_untestable_here__chain.csv,1,-,-,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,coverage_tradeoff__cov.csv,3,-,-,cos_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,early_strata__strata.csv,4,-,-,v_se,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,family_from_blocks__block_family.csv,1,-,-,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,familywise__fw.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,five_items_and_shame__five_shame.csv,1,-,-,v_se,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,five_items_vs_c3__two_routes.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,increments_and_interactions__three.csv,7,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,independent_confirmation__summaries.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,intensity_vs_breadth__int_vs_brd.csv,2,-,-,v_se,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,is_it_a_family__per_item.csv,5,-,-,v_se,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,is_it_just_earlier__mediation.csv,1,-,-,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,partner_responsiveness__partner.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,relative_onset__rel.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,removed_means_removed__dropped.csv,13,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,shame_and_healing__joint.csv,1,-,-,v_sd,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,sign_across_outcomes__S_signs.csv,29,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,split_S_in_two__split_S.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,stable_division_of_labour__labour.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,the_class_of_empty_separators__identity.csv,1,-,-,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,therapeutic_scan__ther_corr.csv,21,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,which_coordinate__percoord.csv,174,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,which_subadditivity__ceiling.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,wide_caliber_audience__cells.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,wide_caliber_replication__arms.csv,2,-,-,v_se,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,wide_familywise__wide_fw.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R019_次可加过了全族阈_PLAUSIBLE_升到_CONFIRMED,within_person_order__order.csv,1,-,-,v_se,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R020_稀有度解释类别层羞耻的_58_残差是噪声底的_5_倍,acted_upon__act.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R020_稀有度解释类别层羞耻的_58_残差是噪声底的_5_倍,category_shame_profile__cats.csv,31,-,-,v_se,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R020_稀有度解释类别层羞耻的_58_残差是噪声底的_5_倍,drop_humiliation__drop.csv,4,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R020_稀有度解释类别层羞耻的_58_残差是噪声底的_5_倍,explain_the_residual__explain.csv,7,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R020_稀有度解释类别层羞耻的_58_残差是噪声底的_5_倍,increment_compare__cmp.csv,7,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R020_稀有度解释类别层羞耻的_58_残差是噪声底的_5_倍,ncat_as_predictor__ncat.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R020_稀有度解释类别层羞耻的_58_残差是噪声底的_5_倍,nine_cells__nine.csv,9,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R020_稀有度解释类别层羞耻的_58_残差是噪声底的_5_倍,split_half_residual__sh.csv,3,-,-,v_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R020_稀有度解释类别层羞耻的_58_残差是噪声底的_5_倍,two_ends__ends.csv,3,-,-,v_se,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R020_稀有度解释类别层羞耻的_58_残差是噪声底的_5_倍,wide_caliber_rerun__wide.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R021_六个坐标解释的东西里_中位_18_与_你报了多少_共线,all_outcomes__leak.csv,29,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R022_那张共享时间表现在有了它自己的证据_以及一个上限,audit_the_schedule__schedule.csv,31,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R022_那张共享时间表现在有了它自己的证据_以及一个上限,where_is_the_gap__gap.csv,31,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R023_页面上那个_0_1185_坐在一条从_0_172_走到_0_002_,all_outcomes_curve__all_curves.csv,29,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R023_页面上那个_0_1185_坐在一条从_0_172_走到_0_002_,fixed_people_varying_blocks__fixed.csv,1,-,-,v_sd,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R023_页面上那个_0_1185_坐在一条从_0_172_走到_0_002_,guard22__guard22.csv,6,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R023_页面上那个_0_1185_坐在一条从_0_172_走到_0_002_,nested_vs_disjoint__nd.csv,6,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R023_页面上那个_0_1185_坐在一条从_0_172_走到_0_002_,s_shame_vs_coverage__curve.csv,6,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R023_页面上那个_0_1185_坐在一条从_0_172_走到_0_002_,two_strata__two.csv,6,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,commonality_vs_person_variables__percoord.csv,20,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,computed_vs_single__by_card_class.csv,29,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,constrained_or_alone__classified.csv,783,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,difference_of_differences__did.csv,1,-,-,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,early_by_sex_wide__cells.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,fantasy_has_no_audience__cells.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,flexibility__flex.csv,2,-,-,v_se,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,guard26_and_audit__audit.csv,212,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,identity_checker__identity_checks.csv,8,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,interaction_not_quintiles__interaction.csv,1,-,-,v_se,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,is_it_just_responsiveness__responsiveness.csv,1,-,-,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,resolve_the_scale__sign.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,routes_by_sex__by_sex.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,saturating_mde_audit__discrete_audit.csv,434,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,shame_needs_an_audience__audience.csv,1,-,-,"v_se0,v_se1",NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,third_indicator_hunt__candidates.csv,25,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R024_c3_那份羞耻不是独有的_而咬掉它的五个量说的是同一种人,where_along_the_line__quintiles.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R025_两把刀切出两组几乎不重叠的量,both_vs_therapeutic_only__other_cut.csv,10,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R025_两把刀切出两组几乎不重叠的量,faint_needs_an_anchor__oriented.csv,10,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R025_两把刀切出两组几乎不重叠的量,interaction_needs_all_four__interaction4.csv,10,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R025_两把刀切出两组几乎不重叠的量,who_is_low_on_both__quiet_cell.csv,11,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R026_方向是对的_而顺手确认的是整页的羞耻方向,can_recall_bias_produce_it__labour.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
