v_page,v_win,v_term,v_named,v_pos,v_ctx
README_zh.md,120,计数,True,237593,"的是**领头的残差结构整体强**,不是某一个特定对比** —— 上面那句话说「与内容无关」是对的,但它留下的「广度型是承载者」的印象是错的。⚠ **`#442` 更正这一句**:第一个成分被判成锚不住,是因为它与**其中一个**方向已固定的计数相关只有 **+0.028** —— 但对**另一个**"
README_zh.md,120,计数,True,237623,"— 上面那句话说「与内容无关」是对的,但它留下的「广度型是承载者」的印象是错的。⚠ **`#442` 更正这一句**:第一个成分被判成锚不住,是因为它与**其中一个**方向已固定的计数相关只有 **+0.028** —— 但对**另一个**计数(恋物类别数)它达到 **−0.131**。**错的是「"
README_zh.md,120,类别数,True,237628,"句话说「与内容无关」是对的,但它留下的「广度型是承载者」的印象是错的。⚠ **`#442` 更正这一句**:第一个成分被判成锚不住,是因为它与**其中一个**方向已固定的计数相关只有 **+0.028** —— 但对**另一个**计数(恋物类别数)它达到 **−0.131**。**错的是「单锚」这条"
README_zh.md,120,计数,True,237845,"第二个才 **+0.139**。**一条会把方向已知的变量判成锚不住的判据,量的是判据,不是变量。** 改成「两个锚任一过杠」之后,三个成分**全部**锚得住,而第一个读作:**恋物类别越多,越不觉得这件事能改。**⚠ 第二个与认可的性行为计数相关 **−0.38**,所以它有很大一部分可能就是**"
README_zh.md,120,计数,True,238032,"成分**各自单独锚定** —— 特征向量的符号是任意的,而本项目已经四次照着它发布过反的读法。  ⚠ **`#442`:而它不是「卷入度」换了个名字 —— 把卷入度控制掉,它反而更强。** 上一段最显然的泄气解释是:第二个成分与认可的性行为计数相关 **−0.38**,所以「残差结构预测觉得改不了」"
README_zh.md,120,计数,True,238084,"*`#442`:而它不是「卷入度」换了个名字 —— 把卷入度控制掉,它反而更强。** 上一段最显然的泄气解释是:第二个成分与认可的性行为计数相关 **−0.38**,所以「残差结构预测觉得改不了」可能只是「卷入得多的人更觉得改不了」。把那个计数加进控制集重拟合,**两臂都报**:三个系数从 **0."
README_zh.md,120,广度,False,238186,"「卷入得多的人更觉得改不了」。把那个计数加进控制集重拟合,**两臂都报**:三个系数从 **0.052 / 0.053 / 0.035** 变成 **0.052 / 0.062 / 0.047** —— **没有一个塌掉,两个反而变大**,广度型那个大了 **31%**。**⇒ 卷入度是在**遮蔽*"
README_zh.md,120,计数,False,238332,"*遮蔽**这个关系,而不是在制造它;领头的残差结构跟着的是卷入度里没有的东西。** ⚠ 我预测的是第二个成分会塌。⚠ **`#443` 给了它第一个形状:「更卷入」有两种,而它们落在不同的关于人的事实上。** 第二与第三个成分**都被同一个计数(认可的性行为数)锚定,却符号相反** —— 所以这个结"
README_zh.md,120,广度,False,244095,"时对两个结局跑一遍,族内阈 **0.034**:口味的罕见程度(**+0.079 / −0.086**)、「普通的东西也管用」(**−0.066 / −0.127**)与起始年龄(**−0.058 / +0.050**)推**两个**;**广度型**(**+0.082 / −0.030**)与**色"
README_zh.md,120,类别数,True,244290,"少个类别**(**+0.010 / −0.035**)**只推「觉得能改」**。**⇒ 为唤起自己的东西感到羞耻,与觉得那件事搬不动,不是同一种状态的两种读法:****你被什么吸引、以及你用多少色情内容,走到羞耻就停住了。** ⚠ **答题类别数**看起来是最弱的一环 —— 它衡量的是一个人走过了问"
README_zh.md,120,类别数,True,244390,"容,走到羞耻就停住了。** ⚠ **答题类别数**看起来是最弱的一环 —— 它衡量的是一个人走过了问卷的多少。**`#459` 检验了这一点,而「答题量」这个读法不成立。** 本页列举过的五个卷入量里,**只有两个**推动「能不能改」:起始类别数(**−0.035**)与**块覆盖数**(**−0."
README_zh.md,120,计数,True,244451,"9` 检验了这一点,而「答题量」这个读法不成立。** 本页列举过的五个卷入量里,**只有两个**推动「能不能改」:起始类别数(**−0.035**)与**块覆盖数**(**−0.042**),**两个都是「一个人进过多少个彼此不同的领域」的计数**。而三个数「领域**之内**」的量 —— 总勾选项数"
README_zh.md,120,类别数,True,244496,"个**推动「能不能改」:起始类别数(**−0.035**)与**块覆盖数**(**−0.042**),**两个都是「一个人进过多少个彼此不同的领域」的计数**。而三个数「领域**之内**」的量 —— 总勾选项数(**−0.023**)、恋物类别数(**−0.014**)、认可的性行为数(**−0.0"
README_zh.md,120,广度,True,245115,"在一条路上 —— 这是第一次能把分岔的两边都点名。** 把第一个成分(**定向为「恋物类别越多」**,即上面那段所用的框架)加进同一个七量模型:它够到的是「能不能改」(**−0.047**)而**不是**羞耻(**+0.017**);而**广度型仍然够到羞耻(+0.078)而不是「能不能改」**,共"
README_zh.md,120,类别数,True,245265,"同的阈是 **0.034**。**⇒ 所以一个人把开放度花在哪里,跟着的是他有多羞耻;****而他握着多少个彼此分开的恋物类别,跟着的是那件事感觉上有多可动。****关于同一批口味的两个不同问题,落在不同的地方。** ⚠ 在这个模型里,答题类别数**刚好落到阈下**(**−0.031**),而在**"
README_zh.md,120,类别数,True,245487,"在第一个成分上的**名字**,方向不变。** 把本页所有可数量对三个成分都试一遍:第一个成分的四个锚**全部同号**,所以它的定向站得住 —— 但它最强的三个是 **总勾选项数(0.227)**、**块覆盖数(0.213)** 与 **起始类别数(0.183)**,而**恋物类别数是四个里最弱的(0"
README_zh.md,120,类别数,True,245505,"变。** 把本页所有可数量对三个成分都试一遍:第一个成分的四个锚**全部同号**,所以它的定向站得住 —— 但它最强的三个是 **总勾选项数(0.227)**、**块覆盖数(0.213)** 与 **起始类别数(0.183)**,而**恋物类别数是四个里最弱的(0.131)**。**⇒ 所以它不是「"
README_zh.md,120,广度,True,245537,"**全部同号**,所以它的定向站得住 —— 但它最强的三个是 **总勾选项数(0.227)**、**块覆盖数(0.213)** 与 **起始类别数(0.183)**,而**恋物类别数是四个里最弱的(0.131)**。**⇒ 所以它不是「恋物广度」—— 它就是块覆盖数与类别数所标记的那条**整体卷入广"
README_zh.md,120,类别数,True,245551,"向站得住 —— 但它最强的三个是 **总勾选项数(0.227)**、**块覆盖数(0.213)** 与 **起始类别数(0.183)**,而**恋物类别数是四个里最弱的(0.131)**。**⇒ 所以它不是「恋物广度」—— 它就是块覆盖数与类别数所标记的那条**整体卷入广度**的方向,****而它落"
README_zh.md,120,广度,True,245566,"是 **总勾选项数(0.227)**、**块覆盖数(0.213)** 与 **起始类别数(0.183)**,而**恋物类别数是四个里最弱的(0.131)**。**⇒ 所以它不是「恋物广度」—— 它就是块覆盖数与类别数所标记的那条**整体卷入广度**的方向,****而它落在「能不能改」这条路上的位置,"
README_zh.md,120,广度,True,245619,",而**恋物类别数是四个里最弱的(0.131)**。**⇒ 所以它不是「恋物广度」—— 它就是块覆盖数与类别数所标记的那条**整体卷入广度**的方向,****而它落在「能不能改」这条路上的位置,与它们完全一致。** 上面那句话应当按**卷入广度**读,不是按恋物内容读。⚠ 同一次检查也杀掉了我另一个"
README_zh.md,120,广度,True,245658,"度」—— 它就是块覆盖数与类别数所标记的那条**整体卷入广度**的方向,****而它落在「能不能改」这条路上的位置,与它们完全一致。** 上面那句话应当按**卷入广度**读,不是按恋物内容读。⚠ 同一次检查也杀掉了我另一个方向上的猜测:**广度型**那个成分本来被我设想成「没有可数对应物」的那一个,"
README_zh.md,120,计数,True,245712,"的位置,与它们完全一致。** 上面那句话应当按**卷入广度**读,不是按恋物内容读。⚠ 同一次检查也杀掉了我另一个方向上的猜测:**广度型**那个成分本来被我设想成「没有可数对应物」的那一个,而它恰恰拥有**三个里最强**的(与认可的性行为计数 **0.460**)。**⇒ 所以给它命名的五次失败,"
README_zh.md,120,计数,True,245827,"可的性行为计数 **0.460**)。**⇒ 所以给它命名的五次失败,不是因为缺一个外部相关物** —— 无论原因是什么,都不是这个。 ⚠ **`#465` 把「一个名字必须扛住什么」收窄了一步。** 把那个最强的相关物 —— 认可的性行为计数 —— 整个从广度型坐标里扣掉:它占这个坐标方差的 **"
README_zh.md,120,广度,True,245836,"*0.460**)。**⇒ 所以给它命名的五次失败,不是因为缺一个外部相关物** —— 无论原因是什么,都不是这个。 ⚠ **`#465` 把「一个名字必须扛住什么」收窄了一步。** 把那个最强的相关物 —— 认可的性行为计数 —— 整个从广度型坐标里扣掉:它占这个坐标方差的 **21%**,而**"
README_zh.md,120,计数,False,246026,"保留 87%**;对「能不能改」依然什么也不预测。**⇒ 所以一个人把开放度花在哪里,与他实际做过多少有关,但**不是**它:****把「认可多少种性行为」抽走,通向羞耻的那条链子还剩八分之七。** ⚠ 这意味着那个未命名的东西**不是那个计数换了件衣服**,而任何一个给它的名字,都必须**扛得住同"
README_zh.md,120,计数,False,246103,"」抽走,通向羞耻的那条链子还剩八分之七。** ⚠ 这意味着那个未命名的东西**不是那个计数换了件衣服**,而任何一个给它的名字,都必须**扛得住同一次减法**。 ⚠ **`#466` 把所有可数量一次性全部扣掉,出来两件事。** 本页那六个计数**联合**只解释广度型坐标的 **31%** —— 单"
README_zh.md,120,广度,False,246114,"链子还剩八分之七。** ⚠ 这意味着那个未命名的东西**不是那个计数换了件衣服**,而任何一个给它的名字,都必须**扛得住同一次减法**。 ⚠ **`#466` 把所有可数量一次性全部扣掉,出来两件事。** 本页那六个计数**联合**只解释广度型坐标的 **31%** —— 单看最强的那个是 21%"
README_zh.md,120,计数,False,246162,"它的名字,都必须**扛得住同一次减法**。 ⚠ **`#466` 把所有可数量一次性全部扣掉,出来两件事。** 本页那六个计数**联合**只解释广度型坐标的 **31%** —— 单看最强的那个是 21% —— 所以**它有 69% 是这些计数一个都碰不到的**;而把六个全部扣掉之后,通向羞耻的联系"
README_zh.md,120,计数,False,246264," —— 所以**它有 69% 是这些计数一个都碰不到的**;而把六个全部扣掉之后,通向羞耻的联系仍保留 **74%**(从 **+0.079** 到 **+0.059**)。**⇒ 所以「一个人把开放度花在哪里」里,有一大块是这份问卷里任何计数都够不到的,****而四分之三的羞耻关系就住在那里。**"
README_zh.md,120,计数,False,246322,"*(从 **+0.079** 到 **+0.059**)。**⇒ 所以「一个人把开放度花在哪里」里,有一大块是这份问卷里任何计数都够不到的,****而四分之三的羞耻关系就住在那里。** ⚠ 第二件事**限定的是上面那一段,不是这一段**:把计数剥掉之后,残差**也**越过了「能不能改」那一格(**−"
README_zh.md,120,计数,False,246422,"*限定的是上面那一段,不是这一段**:把计数剥掉之后,残差**也**越过了「能不能改」那一格(**−0.031**),而**原样构造的坐标并没有**。所以「各走一条路」那种干净的分离,是**这个坐标按它被构造出来的样子**的性质,不是它去掉计数之后的内核的性质 —— **是那些计数在扛着「能不能改」"
README_zh.md,120,计数,False,246441,"把计数剥掉之后,残差**也**越过了「能不能改」那一格(**−0.031**),而**原样构造的坐标并没有**。所以「各走一条路」那种干净的分离,是**这个坐标按它被构造出来的样子**的性质,不是它去掉计数之后的内核的性质 —— **是那些计数在扛着「能不能改」那一侧**。 ⚠ **`#469`:而"
README_zh.md,120,广度,False,248088,"落,对一个人是否觉得那件事还能动,什么也不做。** ⚠ 两臂其余系数与本页别处一致;**分离的只是「领域之间的差」这一项**。 ⚠ **`#473`:而同一个问题**不能**照样问另一条路 —— 这是设计的边界,不是一个结果。** 改问卷入广度那个坐标 —— 用人烟稀少的块建一次、用人烟稠密的块建一"
README_zh.md,120,广度,False,249820,"* —— 这正是前面那一段不去主张它的原因。 ⚠ **`#479`:而地图那一端对每个人都是一样的 —— 它不是两种人的平均数。** 对一个近乎为零的结果,最显然的救法是:两群人付相反的代价,在平均里抵消掉了。把最常被进入的领域里的人按**广度型坐标**劈两半 —— 这个切法本页已有,方向也已确立 "
README_zh.md,120,广度,True,250809,"这是穿过一个相关结构的两条路径,不是两条因果机制;同样的数字与「羞耻驱动用量」一样吻合。⚠ 被它取代的那句话是我**上一轮**写的,而**我预注册的预期是「根本没有中介」** —— 也错了。 由此确立(而非假定)的阅读规则:**未加限定的「广度」指的是**卷入家族** —— 起始类别数、块覆盖数、总"
README_zh.md,120,类别数,True,250829,"因果机制;同样的数字与「羞耻驱动用量」一样吻合。⚠ 被它取代的那句话是我**上一轮**写的,而**我预注册的预期是「根本没有中介」** —— 也错了。 由此确立(而非假定)的阅读规则:**未加限定的「广度」指的是**卷入家族** —— 起始类别数、块覆盖数、总勾选项数与恋物类别数,它们彼此相关 +0"
README_zh.md,120,类别数,True,250846,"量」一样吻合。⚠ 被它取代的那句话是我**上一轮**写的,而**我预注册的预期是「根本没有中介」** —— 也错了。 由此确立(而非假定)的阅读规则:**未加限定的「广度」指的是**卷入家族** —— 起始类别数、块覆盖数、总勾选项数与恋物类别数,它们彼此相关 +0.62 ~ +0.86 —— 而*"
README_zh.md,120,计数,True,250883,"预期是「根本没有中介」** —— 也错了。 由此确立(而非假定)的阅读规则:**未加限定的「广度」指的是**卷入家族** —— 起始类别数、块覆盖数、总勾选项数与恋物类别数,它们彼此相关 +0.62 ~ +0.86 —— 而**认可的性行为计数在被指涉时总是被点名**。**  ⚠ 那个 90 是**"
README_zh.md,120,勾选数,False,254606," —— 两条都占的人背的是低低组的 **2.81 倍**,**正好是两份之和**。连续交互系数 **−0.0150**,置换零 +0.0051 ± 0.0135,而同一个检验把植入的 0.15 交互认成 **+0.1502**。它扛住了控制勾选数与分性别(−0.024 … −0.008)。**这是一"
README_zh.md,120,类别数,False,255101,"耻改变的是一个人**做了什么**,不是他**相信什么**。** 问卷里两题正好切开这件事:「如果非常努力,你能停止被它唤起吗」(*Impossible* … *稍微努力就行*)与「我已经实践过所有唤起我的东西」。控制 `S`、`c3⁻` 与类别数后,羞耻对「实践了多少」是 **−0.0833**(s"
README_zh.md,120,类别数,False,256436,"永远不能。** 这条链的方向在这些测量上**不可识别**,而且任何样本量都改变不了。 ⚠ **`#388`:而真正预测这个信念的,是「普通的东西对你也有用」。** 把 112 个数值型人层量对着信念的残差(已去掉实践量、`S`、`c3⁻`、类别数与羞耻)扫一遍,最大的是 **+0.0888**,对着"
README_zh.md,120,计数,True,256754,"`#391`。** 这五题是 `RATING_NEG_FIB` 的**全部**(全问卷恰好五个),而它们的取值只跑遍 {0, −1, −2, −3, −5, −8},**从不为正**,**众数是 −8**,0 最罕见。用两个方向由构造固定的计数变量作锚:五题平均与 `Totalsexacts` 相关"
README_zh.md,120,计数,True,256994,"003。**所以 −8 才是「色」的那一端:分数越高,常规的东西对他**越不**起作用。** 于是 +0.1255 的读法是:**普通的东西对一个人越不起作用,他越相信自己能停下来。**  ⚠ 而构念也不是「常规内容」—— 它与认可的性行为计数相关 −0.45,有很大一块只是**整体性唤起度取反**"
README_zh.md,120,类别数,False,257610,"但那是这次复制的限制,不是把结论救回来的理由。** ⚠ **`#395`:而同一个分数也预测羞耻 —— 它是两件**彼此无关**的事的共同前项。** 方向订正之后,五题分数预测羞耻:原始 **+0.0827**,控制 `S`、`c3⁻` 与类别数后 **+0.0657**(se 0.0126),越过"
README_zh.md,120,类别数,False,258509,"见的,不是在找羞耻路径时找到的。 ⚠ **`#398`–`#399`:换第三个结局去扫 —— 「参与/幻想那些唤起我的东西对我是疗愈的」—— 又找到两条,而它们**不是一个构念**。** 那道题不是羞耻取反:去掉羞耻、`S`、`c3⁻` 与类别数后,残差里仍有结构(最大 \|r\| **0.1187"
README_zh.md,120,计数,True,260708,"| 10.17)**,五题分数 +0.17、`c3⁻` −0.17、平均起始 +0.16、轮廓清晰度 −0.09 也都越过 2.73 的族内阈。**但用一个既不是羞耻、也不是我的读法的锚**把八个量都定向到「更卷入」—— 即**认可的性行为计数**,它的方向由「它是一个计数」固定,且不参与四格的定义"
README_zh.md,120,计数,True,260723," +0.17、`c3⁻` −0.17、平均起始 +0.16、轮廓清晰度 −0.09 也都越过 2.73 的族内阈。**但用一个既不是羞耻、也不是我的读法的锚**把八个量都定向到「更卷入」—— 即**认可的性行为计数**,它的方向由「它是一个计数」固定,且不参与四格的定义 —— **只有 8 个里的 "
README_zh.md,120,计数,False,262294,"位 0.690)——该零由「打乱 `S`、保住结局之间的相关」构造。**它以 +2.47 sd 越阈 —— 擦线 —— 而结局之间的相关会**抬高**一致性,所以偏差朝着结论的方向。**  ⚠ MDE 扫描**每一级都饱和**,因为**符号计数**这种统计量几乎没有动态范围:这个设计的 MDE **"
README_zh.md,120,类别数,False,262808,"*被检验过**而不是被假定的理由。 ⚠ MDE 40% 对着有意义的 50%,扫描未饱和。 ⚠ **`#411`:而在**从没有过性伴**的人身上,羞耻几乎完全不压制行动。** 把「羞耻 → 实践」按性伴数(0 vs ≥1)分层,控制年龄、类别数,窄臂另控 `S` 与 `c3⁻`:系数在从没有过性伴"
README_zh.md,120,广度,False,263131,"没有观众,也没有机会**,而「实践了多少」同时被这两者压低 —— **任何样本量都分不开它们。** ⚠ 宽窄两口径是不同人群,而宽臂去掉了 `S` 与 `c3⁻`(它们需要 ≥8 个块)。 ⚠ **`#390`:放进同一个模型,强度活下来、广度塌掉 —— 那次收回被一个**事先注册**的检验撤销。*"
README_zh.md,120,计数,False,263265,"个**事先注册**的检验撤销。** 两项同时在场时(它们相关 −0.37,所以「共线到两个都塌」那个世界不成立),评分式的**强度**分数保持 **+0.1255**(se 0.0131,阈 0.0253,由两列**一起**打乱给出),而块计数式的**广度**分数从单独放的 −0.0430 掉到 *"
README_zh.md,120,广度,False,263271,"册**的检验撤销。** 两项同时在场时(它们相关 −0.37,所以「共线到两个都塌」那个世界不成立),评分式的**强度**分数保持 **+0.1255**(se 0.0131,阈 0.0253,由两列**一起**打乱给出),而块计数式的**广度**分数从单独放的 −0.0430 掉到 **−0.00"
README_zh.md,120,广度,False,263328,"强度**分数保持 **+0.1255**(se 0.0131,阈 0.0253,由两列**一起**打乱给出),而块计数式的**广度**分数从单独放的 −0.0430 掉到 **−0.0009**。所以 `#389` 的 −0.026 是**广度在替强度说话**。**三个结局与各自的预测都写在跑之前*"
README_zh.md,120,类别数,False,266305,"个抽样」构造 —— 保住时间表,只打断个人偏差。**实测是零的 2.5 倍:几乎每个人都是从普通的地方开始的,而这个次序是个人的,不只是人口学的。** ⚠ **`#371`:而反过来的那少数人,更羞耻。** 把羞耻回归到这个人内次序上,控制类别数与 `S`:宽口径(n = 11,535)**−0.0"
README_zh.md,120,计数,False,269196,"is one sentence about people, at the strength it was actually measured. The ledger entry is the receipt. > ⚠ **本页所有「N/M」计数都是区间,不是确定值**(`#233`)。全族阈值是从置"
README_zh.md,120,计数,False,269236,"ength it was actually measured. The ledger entry is the receipt. > ⚠ **本页所有「N/M」计数都是区间,不是确定值**(`#233`)。全族阈值是从置换零里重抽估出来的,计数随它移动。25 次独立重抽实测:位置分读作 31 里的 "
README_zh.md,120,勾选数,False,270938,"别从**每一个**块层分数里回归掉,这个倾向保留 **102%**(4.9× 自身展布,方向是**升**);而同样的处理让一个纯**性别驱动**的位置种植塌到 **−0%**、让一个纯**个人**的位置种植存活到 **+0.986**;移除勾选数后存活 **67%**,而且它与勾选数的相关(+0.6"
README_zh.md,120,勾选数,False,270957,"个倾向保留 **102%**(4.9× 自身展布,方向是**升**);而同样的处理让一个纯**性别驱动**的位置种植塌到 **−0%**、让一个纯**个人**的位置种植存活到 **+0.986**;移除勾选数后存活 **67%**,而且它与勾选数的相关(+0.608)**低于**零的(+0.719)"
README_zh.md,120,勾选数,False,271294,"104` `#165` | | **而且「偏爱冷门」不是不带立场的 —— 它带着羞耻** | 两道与块**零 item 重叠**的独立 Likert 题(n=15,503):位置分预测**羞耻 +0.1185**,并且穿过每一层控制 —— 勾选数(+0.1155)、性别(+0.1154)、**内容分"
README_zh.md,120,勾选数,False,271457,"2,9.0× 自身自助 sd**)。内容只中介 **4.5%**,所以羞耻**不跟着**你喜欢哪些家族走。跨人打乱羞耻给 **+0.0008 ± 0.0118**(效应的 1%)。内部判别:同一条管道上「疗愈」从 +0.0937 **一控制勾选数就塌到 +0.0075** —— 所以这不是通用的方法"
README_zh.md,120,勾选数,False,275796,"119 · +0.084 · +0.071 · −0.002**,单调,且两端区间不重叠。**一个真值固定的合成关系在同一批阈上也会掉 0.074**,所以观测到的 0.174 的下降里约 43% 是选择与全距受限,约 0.10 不是;控制勾选数后曲线压平到 0.123。**这个关系在 `S` 被测"
README_zh.md,120,勾选数,False,276661,"en) = +0.2507`(29.4×)—— **强正**,而「确实二选一」的刻度对是 −0.2673。它们不是一条轴的两端;内容维度预测的是两者**共有**的东西,而那个东西本项目**尚未命名也未检验**。⚠ **这个分工有一部分是控制勾选数造出来的**:**边际**评估下位置分对 `anima"
README_zh.md,120,勾选数,False,276760,"未检验**。⚠ **这个分工有一部分是控制勾选数造出来的**:**边际**评估下位置分对 `animated` = **+0.1193(10.0×)**,与它对羞耻的 **+0.1185** 在同一把尺上不可分 —— 干净的分工只在**给定勾选数**之后才出现(`#192`)。⚠ **正交性是构造出"
README_zh.md,120,breadth,False,276970,") = 0` 是定义不是发现(`#129` `#189d`)—— 它们是**一个维度、和另一个扣掉它之后的余量**,不是两个独立的东西,而内容分是跨人主成分,完全特异的组合对它不可见  ⚠ **`#227` —— 这个「内容」维度的正名是 breadth(你对多少东西说「是」),不是内容口味**:块"
README_zh.md,120,breadth,False,277120,"层主成分被**直接相加而从没对齐符号** —— `np.linalg.eigh` 的特征向量符号任意,32 个块里 **17 个指向一边、15 个指向另一边**,所以 `#188`/`#189` 背后的每一个内容人分,都是一个部分相消的 ±breadth 混合。用**留一共识法**对齐后(32 个块"
README_zh.md,120,勾选数,False,277166,"符号任意,32 个块里 **17 个指向一边、15 个指向另一边**,所以 `#188`/`#189` 背后的每一个内容人分,都是一个部分相消的 ±breadth 混合。用**留一共识法**对齐后(32 个块翻了 15 个),这个维度与**勾选数相关 +0.8320**,而且**扣掉位置分之后仍有 "
README_zh.md,120,breadth,False,277618,"**0.9083**、未对齐只剩 **0.3423**),**第二句没过** —— 我注册的是「未对齐必须低于 0.30」,而这个地板是我**选的,不是量的**;每半 16 个块时,随机符号和仍会保留强共同信号的 ~1/√16。**原始的 breadth 读数不依赖这一切**:对齐 +0.8320、"
README_zh.md,120,breadth,False,277695,"的**;每半 16 个块时,随机符号和仍会保留强共同信号的 ~1/√16。**原始的 breadth 读数不依赖这一切**:对齐 +0.8320、**未对齐 +0.5154**,两个都过注册的 0.5  ⚠ **`#228` —— 而这个 breadth 不是单一的回答风格**:把每个块**内部的选"
README_zh.md,120,breadth,False,278007,"是可靠的。⚠ 按 `D6` 报,不按已定论报:正对照的注册条款没过(0.4789 vs 要求的 0.4893)且我没有事后改它 —— **它要求的增量是对着零定价的,而基线是 +0.429,因为现象本来就在那儿**。作用域也窄:它否掉的是「breadth **只是**一个全局回答风格」,**不是**"
README_zh.md,120,类别数,False,279273,"4 岁后那一半本身是年龄选择的(贡献者年龄中位 26.5 对 22.5),且它的置换零是效应的 30% ⚠ **`#243` —— 而它根本不是一个人群效应**:按「**14 岁前是否报了 ≥8 个起始年龄**」把人分开,并把其余人按**总类别数**匹配(两组中位都是 14)。早期积累组给出 **Δ"
README_zh.md,120,类别数,False,279334,"` —— 而它根本不是一个人群效应**:按「**14 岁前是否报了 ≥8 个起始年龄**」把人分开,并把其余人按**总类别数**匹配(两组中位都是 14)。早期积累组给出 **Δ = −0.1407 ± 0.0062**(n=2,806),类别数匹配的非早期组给出 **+0.0268 ± 0.006"
README_zh.md,120,类别数,False,281812,"之后),具体族反而**分散 9.0%**(12.1×)。**发育不是同一种东西按顺序到达,是两种不同组织度的东西以不同方式到达** —— 这是 `#75` 的时间表没有的维度。⚠ 连通度**没有拐点**(1.6×),所以""17 岁关上""只对类别数成立 | `#135` `#136` | | **三分"
README_zh.md,120,类别数,False,282290,"`#134` | | **性版图在青春期结束时就基本定型** | 29–32 岁的人,自己报告的性兴趣有 **68.4% 是 17 岁前获得的**,最晚的那一个平均在 **22.6 岁**(人内测量,不依赖横断面假设)。横断面上 15 年里类别数只从 12.4 长到 12.9(+4.5%,队列混淆,"
README_zh.md,120,广度,False,282486,"132` | | **人群层面,版图确实从大家都有的东西开始** | 一个人最早报告的那批兴趣,在他自己曲目库里按罕见度排落在**第 33 百分位**(49.4×)。**以每人自己的置换零展布为单位是 z = −0.5515**,而**五个广度层每一层都可分辨为负(17.5–27.3×)—— 这个效"
README_zh.md,120,广度,False,282615,"辨为负(17.5–27.3×)—— 这个效应是普遍的,与他喜欢多少东西无关**(`#147`)。⚠ `#146` 那条「口味越广越明显」已撤回:原始 Δ 的 27 倍变化是 `(k−m)/k` 的算术界,归一化后的残余梯度比一个**按构造与广度无关**的种植效应还小。内容线也不解释它(PC4 只 0"
README_zh.md,120,类别数,False,283437," vs 均值 66.70%),而均值序与稀有度无关(+0.011)。左尾解释已死(−0.091)。**效应稳,机制未定** | `#130` `#131` | | **越是最终口味罕见的人,这个提前量越大** | −0.0459;**按答题类别数卡钳 1:1 匹配后 −0.0417(3.1×,保留 "
README_zh.md,120,计数,False,289713,"耻」在那里**根本无法复现**。 `[#500, #501]`  **而那个「严格」坐标不是一把尺子,是两把** `[#523「一个新数字也没有引入」]`**。** 把八道规范分成关于**性行为**的三道与关于**婚姻生养**的五道, 两个计数**同时**进回归后,每件行为的系数由**它自己那一域*"
README_zh.md,120,计数,False,289898,".012);非婚同居由**家庭严格**携带(−0.051,跨域 **+0.002**); 非婚生育同样(−0.052,跨域 **+0.016**)。五件行为里三件的同域系数至少是跨域的两倍; 另外两件(初次性交年龄、离婚)分不开。 ⚠ 两个计数相关 **+0.54**,这会同时抬高两边的标准误,**"
README_zh.md,120,计数,False,291061,"52 对 +0.016)的那一段,引的条目**标题上写着「一个新数字也没有引入」**,而那些数字住在**前一条**里,写作 −0.03559、−0.05181、+0.01582。⚠ 两处修复都试过,也都回滚了:补上正确的锚会让这一页上另一个计数变差 —— **两种写法,两次都是**。**所以缺陷是被"
README_zh.md,120,计数,False,291253,"值钱:它的数字读取器**停在四位小数**,于是账本里五位小数的条目对它是隐形的,**21 段被判成错的,其实没错**。**而正对照自始至终都是通过的 —— 因为我挑来验证它的那三个,恰好都不超过四位小数。**⚠ **而这一页一直背着的另一个计数 —— 跨会话继承下来的三格「内部不一致」—— 查下去大"
README_zh.md,120,计数,False,293292,"次数**与**这个含糊桶**都要小;前者是 1,后者是 25,**所以它无法被评判**,而诚实的说法是那个分辨率,不是那个答案。⚠ 那唯一一次拆限定语只发生在中文页 —— **只数英文页时这个数是零** —— 这已经是本次会话里第三次,一个计数取决于你看的是两版里的哪一版。⚠ **所以它不再是一条备"
README_zh.md,120,计数,False,293861,"上没有能让它开火的东西」]`。对每一条可以被「改页面」激发的规则,在**每一版**里注入一个它**本应抓到**的最小缺陷,同时注入一段它**不该抓**的无害文字作为零臂。**六个可测格,六个都开火,一个失明的都没有,而零臂在任何地方都没有把计数抬高。**⛔ 而那处更正:我写过那条一致性规则在中文页上"
README_zh.md,120,计数,False,294369,"**离开**页面」的规则,改任何一版页面都激不出它 —— **它的缺陷住在两次提交之间的差里** —— 所以在一个一次性分支上造了两次提交:一次加入带符号的量,一次把它删掉。**它在两版上都开火;而零臂(第二次提交只改措辞)在两版上都没有把计数抬高分毫。**还剩三格算不出来,而这个数现在报的是三,不"
README_zh.md,120,计数,False,307304," —— 全落在「权威—纯洁—忠诚」那条轴上;而**杀一只濒危动物(在另一条轴上 0.099)、向种族主义者宣誓效忠、踢一只狗、嘲笑胖子** —— 全落在「伤害—公平」那条上。但预注册的检验数的是「每条轴认领了 26 件里的几件」,而**这个计数自己的噪声地板比计数还大**:两个真正不同的道德得分分开"
README_zh.md,120,计数,False,307314,"—纯洁—忠诚」那条轴上;而**杀一只濒危动物(在另一条轴上 0.099)、向种族主义者宣誓效忠、踢一只狗、嘲笑胖子** —— 全落在「伤害—公平」那条上。但预注册的检验数的是「每条轴认领了 26 件里的几件」,而**这个计数自己的噪声地板比计数还大**:两个真正不同的道德得分分开 4 件与 6 件,"
